WT_0.1	KO_0.1	KO_0.2	WT_1.1	WT_1.2	KO_1.1	KO_1.2	WT_3.1	KO_3.1	KO_3.2	WT_8.1	WT_8.2	KO_8.1	KO_8.2
Sost	-2.426208894	2.101416096	1.420426386	-1.057482045	6.066353699	-2.764546431	0.974991331	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Nkx2-1	-2.426208894	-2.234867292	2.218237536	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-0.521644124	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Pax9	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	0.935893287	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Vwa5a	6.069646133	6.58594989	6.031961983	3.80049895	6.066353699	5.649081498	5.868706538	4.277676394	5.04517103	3.326209124	2.832601137	3.163444749	3.048608193	3.018468591
Col1a1	4.671823189	2.662373134	2.056270056	0.527480456	6.066353699	2.189649879	3.958503208	4.12829877	0.326352783	5.648137218	2.27072225	-0.924018092	2.399295281	1.596235591
Itga3	7.992697837	6.562794234	6.927977102	9.433368832	6.066353699	6.084076509	6.170195741	8.159116362	6.084205744	6.496134125	4.417563638	5.053261831	3.835064221	4.713930633
Itfg2	6.548205696	6.531330306	6.651315153	6.061459028	6.066353699	6.422805642	6.293636842	5.115123382	5.860331355	4.911171624	0.685759749	1.88333683	1.186991677	0.952379401
Tulp3	7.182969844	6.955451256	6.773641086	6.794266996	7.6513162	6.757054008	5.937624478	5.641559806	5.921299372	5.648137218	3.163807046	0.660944409	3.73030648	3.018468591
Gtf2h4	7.111009507	6.507273694	6.622663255	6.426333732	6.066353699	6.485751987	6.376646618	5.604326899	6.125094575	3.326209124	2.922798946	2.776421626	2.399295281	4.274307496
Tubb5	12.74976941	12.19878335	12.82727732	12.59905455	10.15381654	11.86668748	12.65610993	12.07878839	12.30406997	10.33743638	9.378748796	9.434633109	12.29521331	12.22267473
Flot1	6.28459754	5.987203064	6.868209009	5.788008006	7.6513162	5.918448152	6.170195741	5.44497114	6.308712624	3.326209124	1.785295422	2.776421626	6.396445043	6.124806909
Ell2	7.215842799	7.287518075	7.329165406	6.393729067	6.066353699	6.780418001	7.459539627	5.061184574	5.360998926	3.326209124	4.53661631	3.599543864	4.919552092	3.596235591
Jup	8.499345546	9.16184451	8.459598532	7.364582721	6.066353699	8.656992475	9.080185575	7.02993364	8.07156023	5.648137218	3.711294841	3.323909421	6.134361342	5.649346927
Fkbp10	5.281150238	5.951989776	6.234897933	4.36878271	6.066353699	5.380111811	6.17733781	3.632341276	5.020613926	4.911171624	2.27072225	1.88333683	2.649618635	3.552292243
Klhl10	-2.426208894	1.709991154	-0.514478585	-1.057482045	6.066353699	0.935893287	2.039121668	-1.653060943	-0.036217296	4.911171624	-2.121595173	-0.924018092	-1.848632233	0.274307496
Nom1	7.930243076	7.930290954	7.261083284	6.879155894	8.388281794	7.411626718	7.59637724	6.173487544	6.416171045	6.785640742	1.337836445	3.323909421	3.617342232	3.720563726
Tnk1	3.55107103	0.800756618	4.246681514	2.642957673	6.066353699	4.333485652	3.855409715	1.154293979	2.828853123	3.326209124	-2.121595173	-0.924018092	0.353001628	-3.047620599
Acap1	0.743716108	0.301185609	2.496090656	4.434371051	6.066353699	1.32291641	-2.484440288	2.047378775	1.243890623	3.326209124	1.578844545	-0.924018092	-1.848632233	-3.047620599
Bdkrb2	2.431772101	-2.234867292	-2.280013332	0.527480456	6.066353699	-2.764546431	-0.899477787	-0.068098443	-1.258609718	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ifrd1	8.920858763	9.740192495	8.711650226	8.514270599	7.6513162	9.120005703	9.803560602	7.118428526	8.704768069	7.574136637	5.078077172	4.857341621	6.214223422	5.57443122
Stk38l	6.507481761	7.085707642	6.253705739	6.161686476	6.066353699	6.362158041	6.821621402	5.00515054	5.818205879	5.648137218	2.522261017	-0.924018092	4.476898099	1.596235591
Hoxc10	-2.426208894	-0.469332545	2.218237536	0.527480456	6.066353699	0.935893287	0.685484714	-0.068098443	0.326352783	4.911171624	0.200332922	-0.924018092	2.649618635	-3.047620599
Hoxc13	4.112949917	4.253776248	4.992383177	4.227920174	6.066353699	4.003637893	4.023354352	2.253829652	2.513979786	3.326209124	-2.121595173	-0.924018092	1.186991677	0.652819119
Hoxc11	-0.841246393	-2.234867292	-0.514478585	-1.057482045	6.066353699	0.935893287	-2.484440288	-1.653060943	-0.521644124	3.326209124	-2.121595173	-0.924018092	0.353001628	-0.240265677
Hoxc9	1.82171862	0.800756618	-2.280013332	-1.057482045	6.066353699	0.40537857	1.422450308	-1.653060943	-0.036217296	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Hoxc6	2.431772101	2.263383576	1.873792004	3.466079911	6.066353699	0.694885187	-0.162512193	0.668867152	1.800283971	3.326209124	1.048329828	-0.924018092	2.399295281	1.411811019
Cabin1	7.059620415	6.901098451	6.615410479	6.636004913	7.6513162	6.058820809	6.49569929	5.846784944	5.535806149	3.326209124	3.606325281	1.397910003	2.649618635	4.19078414
Gstt1	1.480681702	0.301185609	4.045517	-1.057482045	6.066353699	3.343978025	2.800961931	-1.653060943	3.264952238	3.326209124	-2.121595173	-0.924018092	3.048608193	3.361770337
Gstt3	5.900220593	4.501196336	6.167069895	4.775407969	6.066353699	5.195455501	5.41642652	4.613725597	4.703322241	4.911171624	0.200332922	4.433533913	3.617342232	1.596235591
Ddt	7.905827654	7.107207376	7.769018367	7.714007425	6.066353699	7.300196333	7.68673651	6.889970877	6.990898831	6.133564046	5.362220604	4.74840725	7.43630751	6.960808023
Ddx18	8.557497299	6.752112418	7.952887215	8.197546525	7.6513162	6.745228573	5.660217955	7.864608445	6.892829713	4.911171624	3.711294841	3.323909421	5.140052454	5.097037644
Eef1e1	8.084555274	7.90289237	7.320271291	7.013980318	8.388281794	7.36344789	6.717683536	6.173487544	6.392441973	4.911171624	1.965867668	3.468299331	4.871098824	3.552292243
Akt1	6.162505742	6.539260853	7.315803587	7.156837076	6.066353699	6.61699652	6.141268555	5.830754834	5.998778125	3.326209124	-0.536632673	1.397910003	5.180378854	4.589004021
Cldn15	1.274230824	-2.234867292	-2.280013332	-1.057482045	6.066353699	0.042808491	-2.484440288	1.806370675	0.8568675	3.326209124	-2.121595173	2.245906909	-1.848632233	-3.047620599
Naglu	1.82171862	3.637961468	3.403683123	-1.057482045	6.066353699	2.189649879	3.398202762	1.516864058	2.582692536	3.326209124	-2.121595173	-0.924018092	1.186991677	1.596235591
Coasy	6.955334057	7.921215785	7.68836547	7.185691939	6.066353699	7.134810492	8.084465867	6.223456003	7.043648397	3.326209124	2.27072225	2.776421626	5.787992388	5.14220396
Pabpc1	10.83720703	10.80764709	9.760618869	10.03989172	9.236278701	9.949913757	10.12819788	9.76742567	9.586096047	8.940918968	8.148700153	8.061823845	8.543470487	8.126680945
Smo	4.112949917	4.174523644	4.992383177	1.26444605	6.066353699	3.385200688	2.941824467	2.047378775	2.365881147	3.326209124	-2.121595173	-0.924018092	3.360821133	-1.047620599
Crnkl1	7.436428464	7.607168705	6.886400851	5.931202642	7.6513162	6.634197261	6.351610067	6.235682306	6.005050722	4.911171624	3.85568475	1.397910003	4.024196527	4.274307496
Chordc1	8.81398616	7.545508431	8.095243357	8.655044956	6.066353699	6.788122666	6.821621402	7.876369611	6.899579176	4.911171624	3.432993678	4.908871922	5.011834026	4.274307496
Naalad2	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	0.042808491	-0.162512193	-1.653060943	-2.843572219	4.911171624	1.965867668	-0.924018092	-1.848632233	-3.047620599
Rtcb	8.715259661	8.176431831	8.485687156	8.206960555	7.6513162	8.045221697	8.546916309	8.066327878	7.927091674	7.026648842	5.485735141	5.921471959	5.707490585	5.296675309
Pwp1	8.429438272	7.945290517	8.63840272	9.39887237	7.6513162	7.941949587	8.39590852	8.574555	7.75354921	6.133564046	4.53661631	5.451021339	5.622229967	5.034528442
Capns1	10.54515503	7.580516004	8.609490632	10.33858751	6.066353699	7.996173516	7.854296095	10.1409487	7.861196021	8.683761128	7.709712071	7.626728693	8.175676364	8.185399827
Hoxd13	1.661253947	0.301185609	1.420426386	-1.057482045	6.066353699	2.520855787	0.685484714	-1.653060943	0.6158594	3.326209124	-2.121595173	-0.924018092	0.353001628	-3.047620599
Clpb	6.604458242	5.814981258	6.990982729	6.102389292	6.066353699	6.485751987	6.910022407	5.585343796	6.219822863	3.326209124	3.007687844	4.030178218	6.495663675	5.585374598
Aif1l	2.703074123	4.896475247	5.25759336	4.67043841	6.066353699	4.900789486	4.864287867	1.516864058	4.574280296	3.326209124	-2.121595173	-0.924018092	4.476898099	2.810360396
Ltbp1	2.859193325	3.577630934	4.456050296	2.112442957	6.066353699	3.301542759	3.398202762	2.870501013	4.122212066	3.326209124	-0.536632673	-0.924018092	3.048608193	2.475941357
Tollip	6.761143179	6.212215935	6.167069895	6.579142576	6.066353699	6.058820809	4.675431049	4.886097868	4.413815624	5.648137218	3.235956831	1.397910003	4.476898099	2.274307496
Nacc1	8.236459482	8.288890669	7.882126196	7.77856831	6.066353699	7.972700912	8.154900421	6.618402085	7.431388254	9.159099138	4.386199467	4.908871922	5.960010235	4.791583189
Uba1	10.1000458	8.737968936	9.511882117	10.54010499	6.066353699	9.078196749	9.062936276	10.3820818	9.578755405	8.370603243	8.185605636	8.418056576	9.262112057	9.093209172
Vsig2	3.596158919	0.800756618	-2.280013332	2.112442957	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	0.660944409	-1.848632233	-3.047620599
Esam	6.116822926	5.478003576	5.16127094	5.95374521	6.066353699	3.949699086	5.498553287	4.946851899	3.222516972	3.326209124	1.048329828	2.982872504	2.096226213	2.161832766
Spa17	-0.841246393	0.800756618	-0.514478585	0.527480456	6.066353699	-2.764546431	-2.484440288	2.59486657	-2.843572219	3.326209124	-2.121595173	-0.924018092	3.360821133	-1.047620599
Emd	7.928040488	7.107207376	7.882126196	7.356145884	6.066353699	7.250868621	7.880788562	6.743543838	7.481733237	5.648137218	4.507761447	-0.924018092	5.651213654	4.969187688
Ccdc47	7.506005858	7.977750681	7.242372035	6.442363842	6.066353699	6.749181165	7.815912273	5.968990876	6.601442627	4.911171624	2.736385822	0.660944409	4.191383446	3.256160149
Map3k3	6.536687111	6.151426343	6.968388674	6.061459028	6.066353699	5.861162412	6.163018139	5.893833517	5.341303124	4.911171624	3.606325281	-0.924018092	3.048608193	3.256160149
Taco1	3.723538226	3.577630934	3.861582947	3.334835378	6.066353699	3.711187	3.890599144	2.047378775	3.306174901	4.911171624	-2.121595173	-0.924018092	-1.848632233	0.274307496
Ap4e1	1.82171862	-0.469332545	3.105417705	2.849408551	6.066353699	2.963374023	3.130269556	-1.653060943	0.6158594	8.081096626	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Blvra	4.288036624	2.541236696	0.755610578	2.849408551	6.066353699	3.016813282	3.81934046	3.476222074	2.582692536	3.326209124	-2.121595173	0.660944409	-1.848632233	-0.240265677
Pdzd4	7.323660533	7.827178846	8.802268793	6.831261204	6.066353699	7.744238731	7.38746495	5.893833517	7.532553171	4.911171624	3.809142164	0.660944409	6.885399907	6.274307496
Abcd1	3.763615665	3.514666976	3.185961133	3.80049895	6.066353699	1.990341071	3.296919426	4.179829071	4.145112468	3.326209124	3.007687844	3.323909421	-1.848632233	3.411811019
Pnck	1.480681702	0.301185609	2.832686801	1.26444605	6.066353699	2.279847688	2.159415902	1.154293979	0.6158594	3.326209124	-0.536632673	-0.924018092	-1.848632233	-0.240265677
Bcap31	8.684274416	7.164731077	7.873031958	7.560903457	6.066353699	7.060412309	7.745580148	7.489046114	6.902942103	5.648137218	3.550830169	4.502246663	5.098566351	4.969187688
Kmt2a	8.25415063	8.100746373	7.810893014	8.529357743	6.066353699	7.110434916	6.875309273	7.724149587	6.07230716	3.326209124	4.287795763	4.567835004	4.024196527	4.301107555
Ift46	8.115855648	7.210147554	7.394178936	8.178532147	6.066353699	7.231220719	7.68673651	6.147838957	6.563695546	7.026648842	3.711294841	2.535413527	4.659162407	3.596235591
Tmem25	-0.104280799	1.709991154	2.728975452	-1.057482045	6.066353699	0.40537857	3.070148564	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-0.240265677
Trappc6a	5.224842797	4.174523644	4.169548043	3.697405457	6.066353699	3.385200688	4.613591795	4.822672488	4.254459864	3.326209124	3.370257923	3.468299331	3.360821133	3.411811019
Supt6	8.460249802	7.378738026	8.260114707	9.062755832	7.6513162	7.409130705	7.288698919	8.299680304	7.349953142	6.496134125	4.867089514	4.030178218	5.651213654	4.452225288
Unc119	6.08554376	6.077108023	6.206218346	4.775407969	6.066353699	6.071503924	6.12658451	4.822672488	5.069317118	3.326209124	2.832601137	-0.924018092	1.186991677	2.039842242
Rab34	6.893463227	6.80569642	6.996576384	4.873255293	6.066353699	6.422805642	7.604347951	4.822672488	6.036011031	5.648137218	4.507761447	4.63057076	5.401192316	5.097037644
Sdf2	8.229321829	7.144077769	7.189628486	7.381309808	6.066353699	7.063590053	5.3547635	6.655278087	5.874104205	6.133564046	2.922798946	2.245906909	4.024196527	3.680299855
Hsf2bp	7.979996111	6.851003464	7.279554958	8.341261647	6.066353699	6.163231531	6.84423464	7.043906583	6.701392214	5.648137218	4.107223517	4.030178218	4.341192326	4.071320474
Bbc3	7.597545459	7.862374778	7.772283	7.156837076	6.066353699	6.855673394	8.147646125	5.798150169	4.167655037	3.326209124	4.354138258	2.776421626	2.649618635	4.007661836
Acp2	6.489670485	5.853655965	6.176957049	5.762696917	6.066353699	5.525472416	6.058591533	4.536763616	4.233243378	3.326209124	1.965867668	3.83086941	0.353001628	-3.047620599
Celf2	5.041396656	7.215106694	7.077978452	5.71070228	6.066353699	6.536949764	6.484226505	3.391333176	5.853395308	6.133564046	3.163807046	2.776421626	3.360821133	2.810360396
Nr1h3	2.328678608	1.918938044	1.125979028	-1.057482045	6.066353699	-2.764546431	1.21599943	-1.653060943	1.404355295	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Spi1	3.55107103	1.171125068	0.755610578	4.071800972	6.066353699	0.40537857	-2.484440288	4.179829071	0.326352783	3.326209124	3.304669581	3.323909421	-1.848632233	-3.047620599
Sf3a1	9.278991484	9.094816945	9.206318921	8.555386452	7.6513162	8.474455326	9.010915105	7.719804117	8.041361429	9.054129578	4.867089514	5.451021339	5.43491919	5.112250738
Clgn	-2.426208894	2.101416096	2.056270056	-1.057482045	6.066353699	2.963374023	1.603022554	-1.653060943	2.200821901	3.326209124	-2.121595173	-0.924018092	-1.848632233	0.952379401
Napsa	5.666548247	4.001625327	2.728975452	5.317557386	6.066353699	4.492841411	4.361049763	4.536763616	4.254459864	3.326209124	1.578844545	0.660944409	3.73030648	3.680299855
Vrk3	6.993751284	4.92096288	5.399466768	6.92551153	6.066353699	4.751153407	5.137611532	5.033439584	4.375596302	4.911171624	2.922798946	4.030178218	0.353001628	2.274307496
Smg9	5.645253469	4.846216637	5.589117788	4.919797879	6.066353699	4.942812701	5.509913149	4.650719805	3.565818718	5.648137218	0.200332922	-0.924018092	-1.848632233	0.274307496
Plaur	7.815774256	3.751543644	5.014607417	7.241725973	6.066353699	4.029869435	3.855409715	5.846784944	3.496277784	3.326209124	2.922798946	1.88333683	0.353001628	-0.240265677
Paxip1	7.729874182	7.81089237	7.062061336	7.232536802	6.066353699	7.113504481	7.1023995	6.198688098	5.774813284	7.026648842	3.493114671	0.660944409	4.540246106	3.309931405
Rmnd5a	7.665226492	7.856039054	6.904366155	7.213980983	6.066353699	6.96846889	6.63709323	6.511845983	6.57216955	3.326209124	2.633292329	1.397910003	5.180378854	3.759734323
Mov10	6.875287301	7.481094699	7.124702495	6.122427045	7.6513162	7.182359843	7.291992745	6.134841616	6.693646182	4.911171624	4.287795763	4.361384127	5.562454994	5.034528442
Rhoc	8.59823823	7.40066946	7.577034585	8.037914978	6.066353699	7.404125687	8.204684117	7.355367679	7.483980426	6.785640742	4.748769546	3.599543864	5.936656748	4.403590513
Kdm7a	5.556784681	6.260987735	5.74346382	1.749872877	6.066353699	5.218447143	4.570842148	2.870501013	3.756340624	4.911171624	0.200332922	0.660944409	2.399295281	0.952379401
Zfp523	4.812195845	5.393031324	5.365284832	3.586374145	6.066353699	4.997004801	4.95018794	4.721978488	4.591056009	5.648137218	-0.536632673	-0.924018092	2.399295281	1.596235591
Ppard	5.89120372	5.461404792	4.946880482	5.385461451	6.066353699	4.842783882	4.592375309	5.115123382	4.295979134	5.648137218	2.401966783	1.397910003	3.360821133	0.274307496
Def6	6.785679401	6.765696151	6.502002003	7.185691939	7.6513162	6.209868158	6.437400649	5.265802294	6.411456351	5.648137218	2.12633234	-0.924018092	4.476898099	2.952379401
Ciao3	7.430216635	5.059753457	5.870749413	6.519946783	6.066353699	5.570843923	5.700435055	5.954269371	4.849914739	5.648137218	1.048329828	4.120376027	3.048608193	3.018468591
Angptl4	5.294890295	4.133202585	3.811686502	-1.057482045	6.066353699	3.118096618	4.22980523	-0.068098443	2.200821901	3.326209124	-2.121595173	-0.924018092	1.186991677	-1.047620599
Dbf4	8.837647126	9.420931732	9.060393159	8.319728485	6.066353699	9.192918415	8.294458188	7.53429113	8.81954109	7.413671965	4.068229386	3.163444749	6.430281787	6.314323175
Cd320	6.695324623	6.882516075	6.962684436	6.704069188	6.066353699	6.504580248	7.346866956	5.167118019	6.444140161	4.911171624	4.354138258	-0.924018092	4.540246106	5.034528442
Tgm1	6.604458242	4.468344176	4.992383177	5.450312595	6.066353699	5.349195735	4.023354352	3.632341276	4.432552187	4.911171624	1.337836445	2.776421626	-1.848632233	3.018468591
Gmpr2	5.13603353	4.683995946	4.246681514	3.896714265	6.066353699	3.893665051	4.634500785	3.101826559	3.039070831	3.326209124	-2.121595173	-0.924018092	1.186991677	0.952379401
Mdp1	7.529441014	7.599603758	7.435948659	7.33053524	6.066353699	6.965074312	7.872011682	5.846784944	6.716760616	6.133564046	3.65976454	2.776421626	5.011834026	4.327418832
Dhrs1	7.23734921	5.573775176	6.37891218	6.564569775	6.066353699	5.63205835	6.205557684	6.580558734	6.267563452	3.326209124	4.354138258	3.468299331	4.715136046	4.828896347
Ncan	-0.104280799	1.709991154	2.218237536	0.527480456	6.066353699	-1.179583931	1.422450308	1.516864058	1.243890623	3.326209124	-2.121595173	-0.924018092	-1.848632233	2.161832766
Tmem161a	6.345280576	6.667809295	6.651315153	6.663617144	7.6513162	6.090321952	6.803272092	5.641559806	5.774813284	4.911171624	4.028151946	4.74840725	5.467875586	5.050411484
Borcs8	5.321983956	3.695870046	4.355160615	5.418251386	6.066353699	3.711187	5.077802136	5.00515054	3.306174901	4.911171624	3.087858192	4.63057076	4.476898099	3.552292243
Snx9	5.655940147	5.124443025	3.760002347	6.061459028	6.066353699	4.492841411	1.763487226	4.976295677	2.648280878	3.326209124	1.578844545	-0.924018092	-1.848632233	-3.047620599
Rfx2	7.095391546	6.943548583	6.548440542	6.948142504	6.066353699	5.897231666	6.997359144	6.794022283	5.150781218	4.911171624	3.007687844	2.776421626	3.360821133	3.411811019
Ranbp3	8.316100542	8.552545582	8.354616236	7.90541396	6.066353699	8.080159333	8.658304989	7.327078634	7.679009313	7.233099719	4.97643691	2.776421626	6.308209292	5.70057225
Bmp8b	1.661253947	1.918938044	3.811686502	2.112442957	6.066353699	2.661718323	-0.162512193	-1.653060943	1.243890623	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Nr2f6	5.81696509	5.014957257	6.031961983	4.151971321	7.6513162	5.124196818	5.587022075	4.019364399	5.31124589	5.648137218	2.401966783	0.660944409	5.331276857	4.713930633
Babam1	7.982120847	6.91944452	7.639147952	7.653324389	6.066353699	6.844632307	7.048889445	7.309835062	6.780309271	4.911171624	5.666307386	4.502246663	7.131507345	6.094486458
Braf	6.906946456	6.765696151	6.734007139	7.733680844	6.066353699	6.215593146	6.642264185	6.81046343	4.99563157	6.496134125	2.922798946	1.397910003	4.110210442	3.361770337
